x,y,z
0,1111,175
7,1111,127
0,1095,159
-23,1071,143
0,1095,111
-23,1079,111
-31,1119,151
0,1111,119
0,1103,175
-31,1095,159
-31,1095,159
0,1087,119
-23,1103,143
0,1103,119
-31,1111,135
0,1079,135
0,1087,119
0,1119,143
-15,1103,135
-31,1119,135
0,1095,135
-15,1095,127
-23,1079,103
-23,1087,119
-39,1103,111
0,1095,127
0,1087,127
-23,1079,111
0,1111,159
-23,1087,175
0,1087,151
-31,1095,143
-15,1087,143
0,1095,111
-47,1095,159
-31,1087,175
-15,1087,135
0,1095,127
-31,1087,135
0,1087,151
-23,1095,103
-7,1063,151
-31,1103,127
0,1079,111
0,1071,127
0,1071,143
-31,1087,119
0,1111,135
0,1071,127
-15,1087,127
-31,1087,127
-7,1119,135
0,1071,183
-23,1095,143
0,1103,159
-47,1095,135
-39,1103,127
-31,1079,119
-23,1095,135
0,1111,111
-7,1079,151
0,1087,135
-31,1071,127
0,1087,143
0,1111,191
-23,1079,119
-47,1103,127
-15,1103,143
0,1087,111
-47,1103,159
-15,1111,151
0,1079,127
-31,1079,151
-63,1103,127
-15,1087,135
-23,1087,167
-15,1087,135
-15,1103,127
0,1111,135
0,1103,151
-15,1087,159
-15,1095,143
-15,1095,151
0,1111,143
0,1095,151
-23,1095,127
0,1095,143
-15,1095,127
-7,1095,159
-15,1127,95
0,1103,167
0,1071,151
-47,1111,135
-23,1079,135
0,1111,175
-15,1111,143
-23,1103,111
-15,1087,119
0,1055,159
-7,1079,143
-15,1135,143
-23,1095,119
-7,1103,183
-31,1103,159
-15,1087,127
-23,1063,135
-7,1079,167
0,1095,191
-15,1087,127
-7,1079,111
-7,1055,135
-15,1071,183
0,1087,135
-39,1095,135
-31,1087,159
-39,1087,135
0,1095,135
0,1079,119
-23,1095,119
0,1039,183
-39,1087,103
0,1079,135
0,1103,151
-39,1087,127
0,1095,159
-31,1079,167
-335,-55,-335
