x,y,z
-815,-591,-183
-807,-543,-167
-799,-551,-167
-799,-551,-191
-799,-535,-207
-807,-511,-231
-799,-511,-207
-783,-471,-207
-807,-479,-215
-783,-447,-215
-775,-415,-175
-743,-399,-191
-759,-351,-199
-735,-335,-175
-751,-295,-143
-767,-287,-127
-767,-271,-159
-743,-247,-111
-743,-223,-119
-759,-191,-119
-751,-167,-111
-759,-167,-111
-743,-159,-111
-719,-119,-79
-711,-119,-95
-735,-103,-111
-743,-111,-95
-743,-127,-103
-743,-95,-95
-735,-119,-95
-767,-103,-119
-791,-111,-103
-783,-103,-95
-807,-111,-111
-839,-119,-103
-863,-127,-103
-879,-151,-103
-895,-159,-87
-903,-159,-127
-927,-151,-103
-959,-183,-119
-967,-175,-103
-1023,-191,-127
-1039,-199,-143
-1071,-199,-127
-1055,-207,-111
-1087,-223,-111
-1103,-215,-111
-1063,-215,-127
-1063,-255,-111
-1063,-247,-95
-1087,-263,-119
-1063,-287,-127
-1055,-311,-119
-1055,-335,-143
-1047,-335,-111
-1023,-399,-135
-1007,-407,-167
-983,-415,-151
-951,-455,-159
-975,-479,-167
-943,-495,-191
-943,-511,-175
-935,-543,-175
-895,-575,-215
-911,-575,-231
-895,-567,-223
-903,-591,-223
-919,-655,-199
-943,-655,-223
-975,-711,-223
-1007,-703,-135
-1031,-711,-103
-1055,-711,0
-1095,-687,0
-1143,-687,0
-1183,-663,23
-1239,-607,39
-1239,-599,47
-1295,-575,47
-1351,-567,55
-1367,-543,103
-1415,-495,63
-1479,-503,55
-1519,-463,0
-1527,-479,0
-1559,-479,-79
-1567,-423,-95
-1591,-439,-191
-1591,-431,-215
-1599,-415,-215
-1607,-415,-287
-1607,-431,-335
-1575,-407,-359
-1567,-375,-343
-1527,-375,-367
-1487,-375,-343
-1423,-375,-295
-1375,-375,-263
-1311,-391,-255
-1215,-391,-215
-1143,-343,-167
-1079,-343,-127
-1039,-319,-71
-1015,-335,-79
-975,-311,-39
-935,-263,-15
-919,-263,39
-903,-231,47
-895,-191,55
-887,-159,87
-887,-111,119
-879,-71,103
-895,-47,159
-911,-39,151
-895,7,151
-919,47,119
-919,63,191
-935,55,159
-919,127,175
-943,135,159
-975,127,159
-999,183,175
-951,-159,-231
-935,-159,-247
-911,-183,-239
-903,-199,-247
-879,-191,-255
-855,-191,-231
-815,-239,-287
-783,-215,-271
-759,-175,-271
-711,-199,-271
-735,-191,-287
-679,-223,-255
-671,-199,-263
-655,-199,-351
-607,-199,-287
-639,-207,-303
-647,-215,-287
-639,-199,-319
-615,-191,-327
-631,-239,-327
-631,-191,-335
-607,-183,-311
-639,-223,-319
-695,-215,-343
-655,-231,-311
-695,-247,-319
-703,-239,-295
-735,-239,-351
-743,-223,-343
-767,-223,-327
-775,-255,-311
-783,-255,-335
-831,-263,-311
-839,-271,-271
-847,-263,-295
-879,-271,-303
-855,-271,-327
-895,-311,-359
-927,-303,-303
-927,-359,-311
-943,-327,-327
-991,-367,-311
-975,-335,-279
-1007,-351,-255
-991,-359,-199
-1007,-375,-239
-1015,-367,-239
-1023,-375,-207
-1047,-383,-183
-1039,-311,-127
-1047,-351,-119
-1047,-319,-95
-1039,-319,-79
-1079,-311,-79
-1071,-311,-15
-1063,-255,23
-1087,-239,7
-1071,-279,15
-1103,-263,31
-1095,-263,87
-1095,-255,95
-1095,-255,111
-1103,-279,95
-1111,-271,95
-1111,-271,159
-1087,-319,103
-1143,-335,111
-1103,-351,143
-1111,-391,183
-1135,-439,183
-1151,-471,183
-1175,-479,223
-1191,-503,303
-1223,-511,311
-1223,-511,351
-1215,-503,383
-1247,-463,431
-1223,-423,407
-1263,-399,351
-1231,-359,407
-1223,-343,351
-1231,-295,383
-1247,-295,327
-1231,-295,375
-1231,-263,383
-1223,-287,343
-1215,-263,367
-1167,-247,383
-1127,-207,327
-1143,-199,319
-1111,-191,359
-1095,-159,375
-1071,-103,383
-1047,-143,311
-1047,-103,335
-1015,-87,367
-1007,-79,327
-959,-87,367
-999,-79,351
-999,-71,375
-1015,-79,383
-1015,-55,391
-1007,-63,415
-991,-55,463
-975,-31,471
-983,-31,455
-999,-15,463
-999,0,463
-999,0,455
-1039,15,519
-1047,15,511
-1047,0,503
-1047,7,503
-1079,31,479
-1087,7,471
-1111,0,431
-1135,-15,407
-1135,-47,367
-1167,-79,351
-1167,0,383
-1167,-71,343
-1191,-103,343
-1175,-95,287
-1175,-87,279
-1183,-111,287
-1159,-111,303
-1183,-103,271
-1167,-103,255
-1159,-103,271
-1119,-127,255
-1135,-111,247
-1087,-135,223
-1095,-135,215
